core_clause_id	fgravegow_clause_id	clause_sha256
921	1025564	2815155248160B6F30995F9BE0D048121482E04BB54228B775D34D05E6718C58
922	1025574	B8FFFC824E49443E1FB4168F28EBCC2F55FD3E9ACD3EFCC987DBEF69E6214B0C
923	1025782	8B7EC084214B2EA874660A9852957A4DB0323068F184BA61AFC93C18EF80E837
924	1026907	C767FC01D969DB8D53314C64B5D074776BBAF7CA6CC2FABD7D57B63DFCEB4762
925	1027339	D607849644FFD15D6DC9B85A1EF00416A84F560372EC79AFE4046A8302F6C021
926	1038507	90C9EB370670EFF0D1A6D07B1909F24431D98F48D3DDE6EBAD1AADC5EF21318B
927	1038510	8CB8EA9DEFB966A326A64097291C89BEDF578FC4C7D635D8A34E652E385D18F1
928	1038608	8D82DFE3CCAC9D59B520180FEC53654005329ED736DD5078B352B461AA64CA74
929	1038714	1856176BE52B7CC048FF0B578E78ED4958110F6FD17170DE8243CF6C54F80049
930	1039143	DDA3287A4337C47139E0B09574FF556A1BDD4A59C773BF80E250155F287B2D8E
931	1039701	F7150E0C55656846D3E2C80353FF85377F0163027E75BC8AFC51B7FFEAE8AFCA
932	1039788	B32A7C1F9DFB5B9B2121D1F81F487B86972847A81DAFD6218D0EC3AF1A742A8D
933	1040707	96937A442EE8AAF5E0AD637F204EAFF4E2AF40F83B23A7543CA8F1A6F5A8A56B
934	1040723	332869CA5EA2CB259B86C8098140CDF50C1E0880FC2F2328BA2A10FB9AC1E347
935	1040826	45331CEBB0CE029A18A2C3078175825EDD238D144981453C40AAB8A6B4F41F8C
936	1041411	9ADD37ACA1FD2B8C8BEA44B9E8C3CCC599E63A74103C961C132050F17170B4D2
937	1041418	E6AB6CE225603EF76E667D5F9C49A5FD6CC1F0D211AC21B00165C423773C15A7
938	1041555	3728E06BE1A9CE93D5D63A648F3D9F1E60AB33E13FD64058BAA387D9F4F7FBFE
939	1042277	E87FB49F90FCE33A7A46885067DDA108FD0AF2386F0544FE02ECDF7923BCD538
940	1042713	8BD9A5F881D80E16D48681ECBA64788EDB25C6FFA0036CB00BEE60B9755EAB87
941	1043909	64A07B13D1408DBCCE5763E0A81E48D98CF963AA618C7E5D8D9B86EF7112EF3B
942	1046475	8BB97733F5858D69201A800B1DFD2E04E67A20A3D4313D9F033D36873744CB66
943	1046587	B9A53794A6868B05E725FE21F2CE4061F08DE08C8019581DC9DEB0A9A77EE240
944	1047243	1B9769910EFF850293E83BEA35BB5C7034E7AEC9E23AFAE36ABDBA37A7E796BB
945	1047991	5A1F7D8C5FC52AB712C5B4906C184D65266B89F5D2FE9F32FE20861EA514106B
946	1049152	23ABF02DE72EDDA7B9C105231B5F3E5177E3CDD9AF1B88284597F8E679B43113
947	1054088	94E7B1648F5424AED1CD7467354A95DEF57AA7581914820B678C9CF4FB41F006
948	1054394	D0E948E04335AC3DBB8BD808A7F93E1DD98EF48E9213C798F82902E77F4A00B2
949	1054615	2F77384F111FC57F3B1F0C851B4FA99F1EC853DEC2E4CBF619CBA3BDA9919398
950	1054623	BDF5CC966DD16911116D7EB5BEBAA131EC800F77C23A2DB56A81EDC4B444C495
951	1054648	33CA558C1FAF2F889EF6A2DC1014BCE504F096A028267A02352D8CB964ABB0A1
952	1054683	8E69ED915C8C3A5D4926E795CAA75BCFAEB15C96D97E7C1B5CF814A677E77D19
953	1055268	FE02E555766A6578C1AC71A3B85E60B570B7F445F8B3F3F1A6B883DC1B70586A
954	1055382	0FD5F1618B47CD3FA5CF76069D3F782FF4F837AE10B2A25AE45EFCBD1F09EDC4
955	1055669	DFF8671B2F13FDD6712711C950E98670C314AABB72A9EB3BB071AA5DF08BD305
956	1055677	07FA75BCD6A57CA0E7F035C9BE9472A0D8D290BEF13267E59D2A8CB7DBB94CB7
957	1056898	D2373CC83643AA70B14E91CB430B839A0F536F7E636E777C09120DA9D699CB5D
958	1057010	0435FA70DC410EBBAA46FB1A4670D57C94D707421F745E3CBDE7BBDAB8ABBACC
959	1057387	1D762033571C7B7A69B3D913B7D55024253AA149AA4B532B7A3D056D89FC9D32
960	1058005	598CEE2A73987EC8A02845D608EB55D701D15138A7C96A6C4941F7873265E4EF
961	1058227	20D260F5464BB62E503CAF5E9D7A55F635EDE8C20C833168E1C30C129DC29D9A
962	1058309	E53E83AE5B8D8EBA56B8C8B175A949C02A502D9CCDA153CBA80797B808C0B892
963	1058859	FF990402F88BAEBAB34C298D843976A30EC4C293FFB770B085726E1D8AF7BE5E
964	1059161	8174B8B460F87218DD3743538622CB3C711AC9C38BC1F6FB15A7DEA1637649F7
965	1059185	0C196C569D175E7843F2895FB6B040D9DCE55B8EAE1F191667450A6B8E853A62
966	1059343	6AA4F9A4FB4F6CC86504D3155DE47C44E8AE2007F6641CAB63A8781351555D4B
967	1059445	4D721453E995D67B72AAC81F5CD7155113950CDD7804CDFFE98C0A1092FA8664
968	1060529	CBCDF7278DDC3A0E3622F2AF9B999AD48D27D0F4619CC61A6292C5E5AB1169D2
969	1061345	ACBB6275E2F04FB0CE06E3D77EFA5D0415721CF2158F7239EDC708D6A3C07388
970	1061953	B2F2D8DD604B31A095053439620E66BA24BDA2DD4E44269AC2000F931204A58C
971	1062521	69C4247843EC1956D789955C64FCFE559462E5C328687562953BAC1DCCC7EB4C
972	1062833	77009E8D63A5BFE972D8AE750D2FDBF43520A825BA92DE9C103A2C84B1694591
973	1062915	C231E5F102091271675A5F474A8B172CFD3B640AEE651EC1F7A7916CBA6F3433
974	1063566	D0B7588020AABA0E89D11E0DFC04F189A2043616373A018888DDA3D9A0696B46
975	1065375	D3FD504C6E7912A06EB9DFEFC47EE4BABA604367B08C3922790F16F4C45768F9
976	1069560	6A423826E2BC7E3AC144C0E34FDF0FF9462B7C32E0B6D97DA7F629C12B3F48AD
977	1069707	48D771300F61A1784404AC0513C5AA2553EC189F83DD96552CFC239605AAF8AE
978	1070736	DE2045588EA5A19ED1DD61E7B6FD18FD8CE02A91D8D2F9E8DC54417A4686B9F3
979	1070862	AC84C4FABBA867F313FAD1598E65218FD827A2903AA9114A360BF0F115EF555B
980	1071035	A2E6EEDA76B17C71EF47A3D051C2EC4EB9FD1EE0A2400C3BA04E948AC15E3FB6
981	1071157	C500397AA260AF8352BA002F41747F379A9293BF94E7F9BEE5765A6BB1C5642B
982	1071683	6A1F01802F1D0BEB89870CF3006C048950224F8B5659BA7D6215700F9889B25D
983	1072299	473854ACF8579227CF3691B597FE32306F060BCF4F109AA2B35C0F6F9FB2D01C
984	1072490	4E7CC18D94DD8B18C7D1E50E50E70C27C012763968972C45DDC8CE44AD5A7650
985	1072499	38F35C90BBAE8297A7D2C9DC4C857D5EB1DAB539D281A39C9A61EE3B285B7BAA
986	1073275	06086EEF9C0FABC33656E662DDB524AF86E019C690180AB3610A6A73074CF2C1
987	1073707	0AC93557C88C843AFFDF3C9C091A49C800D4D6348B5ADC5427DA3B72A5F46F2E
988	1073789	1A8009ECDF2319A6C7CB4B6C7CAE9303995EB3AD630B7C9ECFF6C3F0D5E4E7AA
989	1074425	F12347976DBF4622E1F998213DAFC0CA7766139AA6999C697C7912C927BDAC29
990	1074925	40A950E8BA65B2AFCA4163137F27F72BDB29DAF0D5E93BBE46779A589898B0D0
991	1076009	97D74472CF2DF757E6B2B9277991122693AF22125626BFE522672554C4CBA60E
992	1076099	46388EB170459DEECDAF024F971B84F53B8652D15BC988D90A423E808200A405
993	1078201	957E378FBD2919611E1648A41EB818D8C41F93B679112DAC2BB060516B8D1B81
994	1078203	149D20A77E9C24E86D2F91E320CE69D4F16D4772F6DCBA8F430B1D795BBB79B5
995	1078315	8AF44CD0B6E2F113832A5AA3AE12E60FCE146856CAD291082F94CF737A49CE15
996	1080955	054689B864AB7462ADA33D83B82F6893A0929173D68FF50D08486461EC144FDB
997	1086571	AB57FDEA8803BAFBBA533D833A0960CC5374A92D272FC47DFB21B1C516923B63
998	1086637	8EB1B73B5E413B38FEEE3A7E03B0F2AA5E006F61383E05D2F857CD64A4C00E65
999	1089195	2C367CAAE0B00D8FC893F4A134EB17F53E4F223B02C6B538DE72C275759A59C7
1000	1089401	64F3DA4C993385DB652E10EEB04156C4E3B2B0C3108D6DED5ED3B64DFC5453D1
1001	1090121	0337300FE13D9658975CE79685B675CC48FF4495C947134A2E1495F6338E01A0
1002	1091533	2DBACFCB5F6F71AE1B3478D3EE8553433BB09F9140D7268352FAD4843E8ADA29
1003	1092291	FEA0B4F82F300E8B6B9476B3D080DC4A7DAC2BA0EEC6ED13699E59DD2E1FA30B
1004	1092307	5F3A15CBF1BCC04911E8906A79D1522247D9B18DE9274C13985A4EC29174AFBB
1005	1092413	C49188F40FA97CD6854F58FDE1F60468B1F85B68DDA449249F07A6A9B0E39789
1006	1092915	180DEADD525E0C9085B8232AFDC5B9BFC81CFCB07F780274CAA45F2AF59FDAB5
1007	1093027	6D043FD787F0ADE9C51B85E40C4BFC34AAE256FD9B9EEBAF3C1D27532044F8E5
1008	1095550	A6F61EF8916FA80FB3206CDEC52C70A4937756B591AD411C64E78AA7CC42C2CF
1009	1100569	CAF182EDA3B467AF7A8C29A01C2F05CA5D1772243B7C7D9F756EA08EF92CA0EA
1010	1100688	CACF8B1042974F0379F98A4E9E7C98EFA4EBCA1C9CBAFD2DA70CB93A34BC2D5C
1011	1101843	DB17A72D94127B2B2BB4A44F91166AF593909F2D3F20D3AA7F5D0F70530B55EA
1012	1102024	C36310C79DD81CF137805BD59803AE27319CC1B71FA83E1C03810479AF41AEB2
1013	1107835	FE9FAB1FB1BC8874F84F28CF1B11862D5FE92F461EB105FE3F736386FF9CB61B
1014	1107959	E11E1CA10301CE4BDFA7C02F2CE835C23AB811E7D39A6BA20EB675169BDF1BBD
1015	1109321	4AB034AD73092546D4B90C38B079A61B0653AC11F29EC3B253FDAEE64BC9BF87
1016	1110338	362A6B1B6C2989F0FB5E9A39EEA13C12BE7B4767141927B594FD483BDE9CDC5A
1017	1111509	451E735E5D063E3DD8D05246326049966E6A8C36D9E133E7A774075B36DFABE7
1018	1116763	70EA87ADD3B5D1B2621842D1B63D185C8D5F263194F6CB0E884A119CFBD3AC82
1019	1116839	7082F1691C00CD23AA0D810E45F7DF45FB91561DB8E2546242C8069159D4B320
1020	1116843	EDDB36EC9505401E7F69341BAEBD9C417629EA6AA30A1EF21D0956616970711E
1021	1118327	4FFF03405E4C99583790C6F6F320A93CDEA6C6AC157B3F9F9786C1026BC136CF
1022	1119923	EECAFD088D2CB467A38485AB5584FC4DF3FB0AE3A7BBFFD0F7FD0EAD6E5C98B2
1023	1119927	7C1645CA86B3DAEB70966395875AFD6EA8BCA8437F7F2C80126303913AD049FA
1024	1119959	0950D2D67086714ABDFAA736EA27295EC71A932C01339608BD4748AAA547AD56
1025	1119963	28FFA14967E168925EE4C3FE15860EC147B46D3B68B2DA05115163A4C0CD6C34
1026	1120967	B5BB8292C82CD36CDF62B22B0330C3A2A5632DE48FE71235569E5A47D3E57334
1027	1120971	22BDBFD2D69543C505D8CD803D77A50B0262E7B248C9FD4709467C2E83FAA9EF
1028	1121255	8719FA4BA17C423FA3CF9BB484933247B8364E6A420A8C3F4C41DB4CB87F163D
1029	1121259	FB843936A1747E31B981021BAC56CC040122571E2BF6D43F3D084670A2B6960F
1030	1126659	B08A67420807EBA66C5FC6BEFDFA46E315EA8A119A9479D442E5971B4201216B
1031	1127039	321E802C74B01C6548D75C9C4F2D83B616E679C22B3F7ECB7CFE475DBC51546C
1032	1130123	001901AAD531413440128145798DB887F48E2F0245E87D8E54768BB6788A21AE
1033	1130159	E4C48C3E510EB1D4D25AC06721D720481A0CC2609A02E651A26846C54A11E84A
1034	1130163	69C15DA850084ADB9FE24777D33DA304FDDFE24A71DEBB54E81D59BE403A6342
1035	1131167	A56924AA84C373BE9F486F662943ABA4831A7F3CC4663B868D9EA2887E3F048B
1036	1131171	7EB58C107A907DCC2BBAFBCFD0BC7347F24C3CA25B4EC523C229B9F63C272F85
1037	1131459	1B9F5707D70AFA396252CEFD5F16D9B97BAFC483D95B14EA6FBA9FB23412AACB
1038	1137163	BFB00643A94B118878B8B2E7B2DDB42EFDF651AF9A4B5E2667E41D970314105B
1039	1137243	9E3C571AA59EFAD7FEE0AA8AFD3B9D9A07D01D6EAE888BDD6FFA89BCFEF2C6AD
1040	1138499	CD84AD9D0267A945700D18A4C3C93E27E7D33C3F4F56A3F3EBD7FB1E60078CC7
1041	1138659	6915AD893203C9A5E53E2C6C1650B723682C4A9FB24E84DCE4F48DB73600D39F
1042	1140327	C41492401DF0EEE0436342BB9B7EBCBE3FDDCF5410724D8BA1CF959550FAC485
1043	1140359	270AC4607BC8CAE652BACF7C594FC3F43B713F33CB7E4570A3C41478928E3C4A
1044	1140363	2BE034F2F680B4E7A176D6F9548FBC6852A15B3B350074C5C1A8481CD3F5B08F
1045	1141367	E7E9231E64385889412E7C3B2F968186495A208340EC4D16D0BF40C85B8A544F
1046	1141371	9F3864C0BA64B1ED3308B78DF6D32686E143D80A4FA52E9F9F07D91D04D58729
1047	1141655	C01481DA7E4F676B97C1C735074E776B03E335B3EB1AD1DEE16E1FD162AC8595
1048	1141659	744DBB6D401AB1663A4DB48DF6A3950E486412F3E460399D40286AD73D4BFC67
1049	1147059	DDE191990F35CA8ED6F62549796F74370FD65C2A6A2E8C6CDA7091B8FAFA5987
1050	1147443	7AB44364AB6265C48521C309752620BD1E6DB15ABE6D92AC475FB7FCC4A0B3F3
1051	1147727	9100196ECF9CE107F7E980400E7AC37881710BC45DAF2B90182D2FDCF1BE00ED
1052	1148699	DEB19CA5CF0570591607821A5D526A140A45231E4DA290EAB9E0E3870818D198
1053	1148703	272EC3DF626BB8BBE290D91ECC220074FA3531972DE50662FDCE3CC22DE57C3E
1054	1148855	E3011E31AF69ED29B075A0B9E7757074DE2DDABE79B30E0958FB9856022BE2F3
1055	1150523	ECC9161EB5A996B029BE189E225148D1F56DCF0290DF59A5F6338A7D93FDA8E7
1056	1150527	0668F00EC75D2098609CF4569C8EF4F0F29AD653C969E9E68337E92E4980FD50
1057	1150559	A45BECC23C289C55A73AD7C48EF3A626C64FD3AF22F8FF3E46AD677074B4804B
1058	1151571	9967F0FE58930B0508D7485BEF197C731FC2B86BB2C34E94A0A1D815C3004C67
1059	1151855	041F257CAFFA4DDB43A5B6731EBFC8F7DC9D833C20DF54DE2B6C199531CF865C
1060	1151859	CDCB8CECFADD908076681C5040046CBB2D40337C0AF57F98F6FA3995AF47C0D1
1061	1158903	B020B09454AA2BD2A64A22D8B385BA25A29D2028B6FE5060BA6C9E8A700E7D24
1062	1159055	01A2AB8885E4FEAF9878DDFE64986D7F607C536415E9588B0058F03ACBB79D30
1063	1160723	33CC1C974973BC2EF97BCF18160A07BFAF82DC9B89A8E3710A01EF7F1DB61E0B
1064	1160727	523849DA90ECF0D422BF672F75A208B5F36BA9AB952563D604B551BABF209066
1065	1160759	32181F432B0D4895C9A92CED38D6878CCC090490108BF051CD10A3C76E7508B4
1066	1160763	84947F47A0E560291D359F27F6D41946EADA2584E33D66D00AEAD4C5B806BFE1
1067	1161767	06B2350540FE9A9D76B7D06B611D0B536E32EE8197EE60E7F019B7BCD55B3E10
1068	1161771	127B1DD12B144C12D137ED0C8228399CDA3CB04E8B57B535A9FE7CFA42F72E30
1069	1162055	D02817D7136054C84E34BA1146A88D6001058E70869D39762EF17A654E7969E0
1070	1162059	592B29A6B4D173DDD7542E3D3C1800F4C9A1FD8259EF9D4DD52EF5A037C39545
1071	1169099	DF98EC0FAF5F3CB7125A5C2BE36D6C6C258FE921ADA27B2B46ABB2970B3EF171
1072	1169103	E51015F966B33BDB26B24C1DC15EF4AE68E2DF647D52B39551ADBC6381BFFFA3
1073	1169259	481CDC3C4A41F52E69A2A63035A4119C5763261A27B01345545E8348391B92C1
1074	1170923	40EAFC58D619D0CC003DF4CE6AB6490598DA547F42C174637B3F90A58154DFCE
1075	1170927	FE33F23E79F13F23F10E7E7B47DB6E7C47E847E7C8C13A6053EB98AC79435B0E
1076	1170959	38D87FA07E916AC671532C2E89CDF04B9BC5ECD42FD7D4DD0B3DCE7D987C258B
1077	1178301	F52CC87EE4DCBB49DE13582FA644E29AAB1CEEEB978C00F490740073E8BD5AF1
1078	1178502	FF2FA68487F817CEEB11152C9ADE9C97F011B132F8733CC1ED597EBC2C725E51
1079	1179279	2DB001D7858DA49D16343933C9B5407E5FB4D628653DB510369038C19D803604
1080	1179301	F350C1600BD079815DC34782D71749E086AF318FC11472FE40A5F36EE663EBFF
1081	1179435	E022EBD145E4CA79ECAF0F819FDC6F59C3DDB1BB61DA46CD028A4A348F435A99
1082	1179803	6FA389E8E12F85F66A2D1AD78DF054B92EAB5C0BCC51B235A7ECB400E87893F4
1083	1180018	75F18CAD4E58ECC129E917AE8A338A783E20075A7B16816532FDDC61E7B848FB
1084	1181347	8AF45D59968598ACA77DAC2B5AC72A9284744B952DDDC50BBC8691F0F89E57CC
1085	1183651	F81A3BAC6F0C83B01009F87DFAF9B44464BFEB451C6C4BCB4D1AFD87618E8B77
1086	1184575	D531C9FAB1D623ED4AE03CD4AFA6062D51354417263076DB83F4DC49F5194A61
1087	1185073	2C0A38FD03AB2285E0B334C59918DD0F004ADBFA3E849F1BD6C9727801DBEE34
1088	1185185	67BC512EA2A658FDC7C3255F60D19FFFB31DB51625738449C712D803429DC691
1089	1185843	7D25988B1BBE2D8B49CC8A1B537686A91FCA6B0E8AFEBD84E74D8ED72B63FD46
1090	1185955	017220770033FFE289E38BECA32B10323D25DF1A060A34B5B6A12DAAB28E1483
1091	1186563	40EC34532DE01D0877FAA35DC292B265DF931A674CC847C5CCBCF7C37AF55458
1092	1187170	951E171C42F4B85CD6F4A31ADCEDD3BA440246B94FA83F7AE0A9997B7729D179
1093	1192688	8B045315AA49CBE7A10056C77E9551B351821BA0AE598CFDC9B626D0AEEDB905
1094	1192715	32B73D9570B3EF55F33EF3F383337E318AB6B044F9F9C23E9F860CB5B12E2F4F
1095	1192802	851C6C94D3B28FABB58AB0E78CA45BBD81300DEE07FDF85C15A331DF8E566C9F
1096	1193223	295D353E37CF3D95B895208C56D67AB294D7CE265F7F30417B8C55D3749F00A1
1097	1193283	4EFFB5B1C42D1B887F378C7C46109BF9E57A95EC2C9ABAD0A18D1CC4ACD3E2C3
1098	1193856	153A728826D58A481A2B679C4C2CDB39893D6E93E0F311630BC1CBB8172A0A9E
1099	1194269	62777356C4490EC77A807C48448B515BAC5431B07BC03BA6F0370F18B2458D36
1100	1194277	0170B34D46AE44902A067FA75ED2E3FACA9F0DAC80E3AC3BAFCF6238374BFEE5
1101	1194794	573FF0DBAB4E7AAD6DB11BE1DCB89C30E2A3BF11919CC3C685C60029C9339532
1102	1194839	DD7207EBA967D18FC0B02BCE6623EFE232DBC68B2234BC61C38BDD2D87B66A57
1103	1194906	5DA3E997733693006A6E56E36EC99DBFCD97C2CD9BB9FBC2D6A725218D9E77B5
1104	1194963	036F135D875E5E482F8B0285581133CA41B5A40F7C8B90A737EABD2E9BE0A85E
1105	1195507	B8660CBC58D3DDD8083A2F107C6AB894EB0B61E753DDAB12310347D7806230BE
1106	1196395	0F59A016E563BA063FACD25A6CC8C2A169D0A4495AD37B02521ECCDA3796166E
1107	1196419	B7DB9A2468556D9308B53F3960BB544B2C811325B302A7985883BE781B1EB516
1108	1197817	2F430E49B4B724FB63D36D25A8B2013B32DF767F03C389CC482DD7CA48075E90
1109	1199113	138A2E6B5A871D808C58B8B9DEE48511916EDE88A9489F75F694D126564E3642
1110	1199173	0E38315BB7ED56A8B14CB703CD960606767475008FCF1379342240311E778681
1111	1199931	0AB190677E6E4DEBF3E0D945A263DF727801439C900B3B89B1708C895A93A0B0
1112	1200555	6CF7696CD528EE40223981CCFA0E849E85BAF8736F91FDF410CFE24CB32CB12B
1113	1202522	A3B9060B276842C9899F1A16226E1373CA1F1BCDE3956BCFEDE8A601AB9C3F15
1114	1204143	7983B9BBC0F3E514BEB81A516FCCEF55636A4195B2C033F3950BB29010392B42
1115	1208703	4AF77264A82120048321848FC93E37C290D507C1AFF6A7E1729B52DE767A6AFF
1116	1208763	C136AF3D7915B2DCCE679CF09B753E10AD67E3D435D857749FF370042094B2A1
1117	1209373	75227F0A5D540014D4D483D74B0F2FD19D01B77E219FB3532528ED92EBEBCB8F
1118	1209450	0BE95A8C770FABE79632CE58D59B62C1C9B658DDF574B05A85518FD6B043CA08
1119	1209462	67AD5EF029C0618CFE6F08732A5AC6AA239355E1180FDA1410A0E3F994A6711E
1120	1209749	395AE441F2EF8BC8C2785B48906160DE04C21F59E90BC2DC5D8FEB23A18E0D5A
1121	1209757	63CDC0F505301E20003E1BA80C26E58A516A6615D52DAA14784B025E7C293313
1122	1210267	442D6B91FAA1C608B7E74A4912901DF6422816881D1BD963D48F070B0659A8D2
1123	1210274	B0CD936B5426FD5AEB819DEC15C35EC364A333C67C82F30C39FDC2D497646536
1124	1210379	9EE98EF4A77161EEC6F41E59C8D0F9D78AEDC8530DC5D0237CCC74C44869611F
1125	1210443	87BEC42E3B06C11A4E242DB7125DCB980E3B1845A1E03F4BA97E131AF59A7C54
1126	1211059	7D1DA58FDDA694E77315C4442599D2D68A23882C3942D950D5FEEAA9BF119AA6
1127	1211875	9EEFA5B5139F513FF827AEB27C6D4E2DC6E1C9CF8E875D2781DE140C8249E445
1128	1212307	9F1FB7020610F3D613EBA323EF8B4744D5C55FFFFF2198B7C45B732D4AF18B80
1129	1212484	4CEEB7BBF22AA5E2F23192EDB36EFFE5B0F97AE188C655D14C55774D55F36431
1130	1212918	1096DE6DB7837BF8EA0C89692671F3ADDEC6C1223851095F80B5FE3A2CB39A17
1131	1213025	CB449091EB56CF40B55263D51A533CE4A58727BA704A0FA379148177F44E6C37
1132	1213209	E4B599F71E0B3E48076F267E6E0FA0EF327B76C4F7B9746ED891FA7BEA528B0D
1133	1213265	C0531D36C630A6B7E701D923A6E55569F2645401F3B9994F4F869549B36AA38A
1134	1213423	DCB08EF2641ACEA43087AAC56CFA0E7DA76A81B29EF7D50A06EC4FDD88D67A42
1135	1215425	137D163597D7A6DAED5AC81A74FED201FDCF1EBC26A6BD289B2CDBF55EF3299E
1136	1219349	E1A17D9ECAC4011DA50BD41D18364BB9D8D83D61D1928EF827FF3C089A54AEC0
1137	1219377	2CE0DFBEE3E88DE0EA5233C935F3B4038CEBBD1FDAF287DE741F87B9F8919361
1138	1223762	E61F174E48F4D1E5114CE9BE1E16B57BEA328D16604034CFEC20D7DFA81CCCF8
1139	1225719	C324F8B32DF9974AC24FEDE57343FBF797EE5467CBFFFD2E1B42766BC54309A1
1140	1225747	BD2A235539EB5516A45410500BFB8B3FDA5A36DBD7211C4E82908739EA056C70
1141	1226451	426A404BAD00135DB54C2B8086BDCE8A8CB855FC6FB5767717085DED03BD68BF
1142	1227753	3632F281ADD61465357AC26D55D462F8AFB41639637F2524F5BD0C54AE1784CA
1143	1227759	793107FC356A1713108E2DB81A9E466788375FAC07782BE4C63E2B54F24287BC
1144	1227997	2AB4053F590419745F012192FB495AC0EEB522BF234234D71B4BFA9E9178295F
1145	1228949	86574B7C2DF249D677818B8A0C9BAAFCCAF5CE5412385750B9FA8F070C1708FC
1146	1231015	D80CE86979580F908254A9508587E50AE88C8545815A8884BA9F45F4A3440F0A
1147	1235061	92653A97A9725DC41E0DCDBF2691437731743F8328382B150B740F7C0FE52861
1148	1236588	7AFED8697D7A4AC71516511B699D0CDCE7ABAC88D3CFDF3F72626B17A659AC23
1149	1237555	4D8021EC56DCF3D5A377646DF2ED90BFD583782533D8D36895687F6FE79BAD60
1150	1238058	5294032573EC17615B7CBB14F47C1779F12B0143C2413247C15175402909EE40
1151	1242278	6EFBDAD060A66FE0F6F45B90408830720033B51B3156C1E289F62B018D03A7A2
1152	1244162	A24A80C6A8D85D2203530946C662AE842271CA539FAA21360ACBEFF1359C36A4
1153	1244168	06C250726FD4254F6610BB16D15A7DF7BC2A12E1B4FBA36B0FCA76AD5643CD11
1154	1246706	012B37EBB2AD83825A922F5CA4256F1E7C47EE7A612803054D79ECD74EB0C44C
1155	1248724	FA3DB46C77A6E99D0FC2BBC3A37E3F8CBE341619170901C2E32E524608CEF3F0
1156	1249067	EB823FF3B2063A481A321C134D5058A26D34DE0E86045F131DD210D52728A505
1157	1257044	D109BEE9676C13199B0B55278592ACF2D298A4E167A3B1FEF7547601805B5BE1
1158	1257054	FFEFA6CA8DFF26A7438079943223CB81C492768B9C9B4C772FE9E621AE64E608
1159	1258387	073A896CA58946DCD0EDDC6B1DE5DAC382B0656AA4B5809117E44D233EA6251A
1160	1258819	76D9EBA78E845C42DD4AB68D233B7B448BAB05CA0374C4F086B97CA612E5576E
1161	1262186	3212C03A0FAD330EC30F2CDB06965407E6DFDC6FF2B9AD9294C6E7E350980CDA
1162	1263993	CC831BB3C737EF8B4A4D9745B0F569D34D567B82CC94AD293B66AA7A9166A27B
1163	1267548	D6E4AA059E910D5B9A66CA1DC077D3BB34B76E81F409420693BF1243FD1785E6
1164	1267574	6CB5FA844E146AD6C8686E2C2AF3CEAF76F272034B93D0C97F3E1721F11F352C
1165	1272011	B8818C07826CCC12465C3A6998DFF5EE6117F8CE1B41E5E350654148E3C706DD
1166	1272534	1C5C2F4D5C9F1450CE798DFBE4312FA4645A2A50CB8566778A82119EFF839E60
1167	1272861	0AB010AFF536D5A4C1903FD7EA2FBB5A05098B374910D0C1D5E38A73DB0A6234
1168	1273867	431E27C7A26BA7DDAE240F285EAEA711F636677DD00A8E1280E994767178FEF4
1169	1275128	CDBD201FFE6A580C9675903D4CA0A6C76B6DD6094D3CE2AE949E6A470D0E4179
1170	1275443	797736C861771664123D6DBEDD3B0992F2D35E31B3D2D9A65EF9C6CD87E7B2D0
1171	1283028	0C94DBB24C8165910EDC98E7A0FE595DA5B443807F575EA23733827B02AB4B0A
1172	1284021	AE144D1B3ECEB0A53743F6FC382B08E42EDB082C1324C1595F15A9C2F1B847E6
1173	1284303	ECCE3A8D7A7A1D30E93F0F25F56482343D8948D0FC4A75BD437E915B53853311
1174	1287637	6750F0C658A0EB54E993A145C0CD6415CDD1004C22EDD81CE73C8CE71E69DAB5
1175	1289949	B8C9C72C5C9D669B3AA9C6564498EC6721D30F834C7DD783A7FAAC6A22B7FD2B
1176	1290674	ABE44AAFDD8F1AD0763E1FC6F144C330AE817798E86AD0826C3B4DA408DB8CEE
1177	1290855	BD54F86CA14D90B6CA57D5480AA2DD4455B294D189803AAC5D13A5BF6C73C48D
1178	1298418	3B643FA611E696042051DFDB82A313F387EECB37F8DCFFD629548CD21568928B
1179	1302729	3788C5B3BDCFAA36FC1D59E4DE7699E3FE5CA083E80FB45914113D3B67824C27
1180	1302786	9F050A7AEE4020FDC002AEB582784211BD701229CF88B2AFB77993FC88F4088D
1181	1306944	B56DE58A9EBFE64203F637BB1BCC336E914A23BD853D4C055B58CF735BF185F0
1182	1308467	1F397F0B83572FF0BA2EEEB321F593DC8598F10358F2CF7E6166ECD82F0FF7B7
1183	1308993	450D3FE23C76B1E6A1FDE2D3DAF2881DB317E004B537AEE58C2E4FE9F8CED7CF
1184	1309619	9BACC9A449F0E9623F7B7D501B59189B64C3911B1B1C2089ECF917FB2E97836B
1185	1309893	02072207AD59A66C397412CF689FD8B1FE1FBB28AFA486D5A96049EE0F0BE128
1186	1318434	7AF32E104CC3230F8B4DCD5D71B196A03526764BBF543EFC3F95A2AA36CE020F
1187	1326614	3E4C8475FBFF0D6B8D3E412541CF165B8EDDF938761D62A20486FBB800968D21
1188	1330743	C4E26347B1FBCD8C4262DD3EE465BB693F042A74C346BF7DCCFC344ADED0B8AE
1189	1330769	436D30B79BBEFAE8A392A430A1CC9B0E703800D3D00AC28315B884E4504E09C5
