core_clause_id	master8_clause_id	clause_sha256
757	93188	9FFC54B58392D6162FB471F299363974BAD8A12017B12043CF713AFB20F9A13C
758	93659	C813F470DB04170F260D7FD54219222EEB9365AC772DD1E922D3067A948083E9
759	93778	9BD21BF2D06240848FFD53DF518CFFEC627B430AC536CC407BD29B7D96D5CFDE
760	93868	B44ECB859CC4F8FA6A921E7A0927E08E5542E7A3447D2F7FDEA70E2A1F951FF9
761	93879	A5F85CA51C009D90819C6279F5A19C87729E1F26A21433E3D2A202B925ADA2E1
762	93898	E574197756B146CAE12DB625AA8A5D1B08ADCE225538C314A0B9B49EB8BB1D61
763	95690	B933E4979D053DFDA4424E30457EFDE99D343124C806B3124654C6524F5AA56C
764	95692	052528F2EC22C3C5F38B19AACE0FC0E21076ECBCBF10B3495172FDA2E4FFC6D1
765	95700	F52293346DB76A7F67E64AFBFE05731D19DB378916FE69B0CD1988B30D254EF9
766	95712	B91C21A7F597099492ACB5660696D504B1011020DB07054C15C3DCD0CBD8647B
767	95796	ED8C5E2442703D00843CAEEA53F1E6F92BCFBDBE8CD7B3E9531F3112C8440E03
768	95820	052BEF77756B69318A66E74F3A496B534E8F0FC276FB6FC27CC1AD34B39D3C89
769	95824	AFAE3B33160C688CE347EE6CDFFE6F3F2D33F2B65910F3455CF7974A61130151
770	95952	CC51F873C3DA9D2B267A4E2CC01333B5A297F9ED47B2F21DB50FB7B462E5FA4B
771	95956	5C8529F8E4EA963A85DE8827F04CE5112A7DA9588E94350B0E73A771CC40D53A
772	96384	863C1A1FA8DDD7F93CB5DFDC250F54CF96498870F1D365B3C2FA012525FDA5D6
773	96392	2EA147F6208276ED6145418CE83EF3300627ECB4EBE2A0B337BAFC2673D59852
774	96420	5CABEE6C979DC8C376E82077E22671A76490B74FEAB4F4862AD04CE46F8D6431
775	96432	15529A65916E7351E168E8C4CBB8C68FAAAAAE7E48284943BFC556E7B4612870
776	96442	4BC81B0002D48B93518173A90A8012C81F7BFB7DFA1B3B6D60DF17DEFC2E8BCE
777	96444	3716EB18D3AAEF1F4723FA0C044ACF4E341CBE07CD8D75FA56CFE11D2F8B6483
778	96574	3EC70162F8833BCC8FBA4E4D4F4CFAC5A85A58DBD5A9496B074BEFECB1F9DDB5
779	97132	9007A60F726CBB77E179E8816CC7BC6525C415ABCF41C1E3A64A4CCDBE6E55EE
780	97164	AC6F69C586AAD4A2AE4B9516EECCF0481FC0E46820B71805B0B4790FEB6CD94B
781	97268	D020E05553A5AF41D95694BDB6EB47794C654365F98C5E0B39F647D77F12DFDF
782	97312	7469695E94566BF7D293DE847115180851B54D886E80BE008B7398F6C4E67B29
783	97384	32C42192911456CE0C49606D33B492251DFF1912F2E9BA76A2BC7023406D089D
784	97392	539433EA7B5A153208EF17419EB1D8E66E792BA1597ECA297EC764DD1123EEFC
785	97416	F02FC07B5C6EC2FA35A57690339D6084ADBA250B2D4989A3B14726D2FA7C797C
786	97750	F1E57DC1D43ACD1D241FAAFD65A80B682A52D9330179BBD366948BC411E126EB
787	97868	AB0A45792A02188A71EB999539D8A91823BF5D91FDC0D1E28F4F3291EE6E71A7
788	97988	D47390595EDA9915F3CBA5C01EA4BC68E859E8805825CD868DDF3D6F442BEF09
789	98308	FC7A680E6623F7A76C13EC3D3A0159A153B6D9D34384A17AFFC42FB0EE7343E0
790	98359	D59E76CF3E311C5FB941D6493647A6EB1F21B9E997C2BFAA683A90DC7C59064E
791	98458	DFD6C3D08AA9E4350BB697B479392AC90210681FA9050855631981F3556C1764
792	98578	AADABAE985B0DE123B1E0ABEACA78308A97E9197E09337B78E57CF51EB72BC44
793	98589	603DB3BE96FB45B4D74C85DE4AC708CEEE980A26B4E742A860B8FDB28373C0F1
794	99241	716720035A82862492DB4C53410730F9E732901D89D24C6DC17B7CC5D97DA5C2
795	99358	C8D51A2C5350D24F7ADCF4545DD2B8F0109076C96766933EF9B3D4B2D368AD7C
796	99368	AA15BB06DB0623C405807EF6135FD5543FDFA2354B5350BD12D76C66BC341435
797	100370	943AF489F61DF897B4ECCFDC367132F4954FC72B6FD4E65554DA6BC6F849902E
798	100392	F7BFD1F45C26F1DA1F674E5212F7C5588C2509E351B8D1FF8751212E00C3A7A8
799	100476	3A105056CE66B758317AF08647B42F1F7A0D4EBD71EDE3746A7C43D35A862952
800	100500	07619E61BF680482746D28BD85747CC5AC75945D85B26F30B1485D56FE918825
801	100514	1FE581931EA3034FE0B84D6A973F233C7B2BB604B142FB44046CB7FBDB455E35
802	100622	AB76B9D26514BE4D5F4FCFE0EA89D1511CCA8C7224CC313C192ED824FA336EB0
803	100636	BF24DBF9143C19ED5618061C71F8923B04A3E0255B24DDA9F3BA098CAF1F3246
804	101064	567FB722C35060C8CC8CD85D7D5DA12D53CE705F97688FCE88BD27CDE8DF2A75
805	101072	546B6411B613CD776033C976FC6276C497E903D6B97F1178A944BDB0DD4FA7CF
806	101100	E238CC5F45A2DF0EFD49722C9E82C33D2A6739F9850B75437F938756385654DB
807	101112	86F823AC8B35161FEF70AB3FD8FB61577C22EF9C136DC033543A9026A71DC6AB
808	101122	162BBEC78D6968955D966384249B2CC8D76B3EFBF0D36E373FE6B3F81E77FBCE
809	101124	00DAD902C8553E66E76603DF3E92DAFA3433F6B01B798D3A6F834914ED9D96F6
810	101262	A8AC94BC02681ECB8F2DE4AF4FBAACF01138510D27318BF8E8856A169E682A06
811	101350	5DC99F9A892199E22D26AD72C71525B77E1B2D4668E589594FEE7B1B19EB405A
812	101358	6E43D07F6755D38DCC3D3C3172E5BB283D0F3098CFE70AAEEDE0FCCAE6E2D9D1
813	101776	B7F20DBEB20D0279567AE1A1AB36467315D101F48CF73C0FE13109A80E1AC55E
814	101808	64BDA21DFBF8AD7BF120EE97C2429AF4BC7D3147B498B4AE23B575D98C649FC4
815	101813	1C025BA01F418B2546078229F02C4A48BA85DEC068A2A51FCC001E79A838D3E8
816	101908	82F8151947D5AE58528F08C9F341BB743815B4B61E51E3C20EDD985B476CAC4C
817	101944	E3CEDAD66E5B1B7BE74F98DF723E9821B5091AFE9B274CFB1DAAC085C48EEE47
818	101980	D7B7E89BA6E733802672751FEACAFD7BC570BFAE2C5CB488342C60ACB4E6EB06
819	101992	47AF9AA84415FC032846E19C498301A76E1DC81629218F50C9999A0B8C5E6168
820	101993	759D6B3689C82D83F68D5E38B1A1FBF7884F6FF2E8F102DCD13187FFC206F2D4
821	102028	2EB40E3125F8153305F44862977F9EB268E0BDAF4456AE4C7ED0B8AC7C4681FF
822	102036	2B58EE41C24EB5B3B8B246F05312A94C37CA0B1004701EEA295410EB7632BB49
823	102064	9FF7624C23616B56F82BD38CB05560673555C26A3623DD7FFA63753E04B04B50
824	102072	FA3F8FD88DA9FF605DB01F66A40F4AD622D44C7F12E10CB5AB6A7A42BD6CF21B
825	102108	3FA7678D0351E41A0DDBB3D6FF8DEBCD80D5DA479C517D60526F1E25EC635F24
826	102109	A69E82727F0D7AF66191B860454F1D07F35A00AF72F6722F466486595476438C
827	102548	14EC3FE2234B9A7E0317FABD65E17252EC4F6E7D9D6598BE4DE00D29CAE81F72
828	103688	F40CDDF7F5BF8D156FB6AEC76337748DDB1FC68DBE5E8B9C7FB8E9BDB9240CFF
829	105180	90739DD0401B565B287761D917360BC525511C7D6E01DEE52149644CA95C2673
830	105312	F1CD83171699DCE1E766C50BF570D0EBA61DF64E48242459ED7BE2698863C69E
831	105316	436D038FED641B87B449A851FB51E06C13E89B7BB5172B99C40915CE07156B3C
832	106030	6667265F9E57F68AD2051A372AD32317C7C63C51FF3756F6553DA5D197801F29
833	106038	E2297034E558941DE4F1B39AF058636A3A6F3142FFC465493EEB60A8AC76A595
834	107068	851D9EF014CB0045928F2C49DB991250FBCB7EBC671869601E26382D7898B6BF
835	107098	3901C714393C30446E9C075A3F68D0774468C6FD236A1B79CF5054F53C404543
836	107110	4EBDD409CEA4F0166E4F752950B9A41B154497B2F8487BBFDDB10C8E50EB1E9F
837	107188	74E3D7ECFFCEE4849CD1F36AC32BCBB6671771BB50985B3DC5A83411CFFED5FC
838	107220	B0812EA2778377A6283DF09EA894A25AEF46C807D07350F455994479A08DD037
839	107228	573A299F457E998AE1A116DD7257AF491BE888AEE0B4097A12332522F601E591
840	107308	758C78020C9D05A3B9804DE2DCFA05C3A0F593DA8B489F32DA3C663BE4D9B2A6
841	107668	B5605EC9FA389C87F4995ED075E95D0D16CA9D0DF2417E8E7F18EE1D0A7FE912
842	107699	089D5460424011DBF428B6EC6C0786C3F2887A630BCA3AE0577E48FAFFFD6E6B
843	107719	94151CC5529736B64181C0B457A8F2F4E7447BEE4F0B25DA2137855FB81E4114
844	107788	E1DC93964F3BCF0FD870B2E23B5DF4C77C0F832A9B873A2DCFB180E072261DA8
845	107799	86764DB89824C1B4A588DE720C4A44330759C03A0BE80E2F893B646B08EC96DF
846	107818	AD33B919F92AC022D87D74B4E323EDE34E7BDFD27EE6C0D9EF96E7C2E0C2063E
847	107839	0FAED5A59EE415EC8C6DBE996D709208114FC5B793E7BE6A46D811065AA8DE67
848	107938	2B8461C5B29C3E8B9D7DA8C9005B70E7FF3A1449D7B9B8D3D8C773728C57727B
849	107949	DF8F841B38BB0C4BD8603EDB2CB7615DBB1A479CB7A29CD055200624B13BF8B9
850	108368	AC791E93BB966D8ED1E5D23191EA310A4BF922C7A093837674CC429D34E96C7E
851	109730	2A606787E80597DAB57EB22B4F24E032D273E37D22CA6BCBEEDAA1698FCB8AB9
852	109740	9178E58C01F69384C5CF4F3FEDC396F09E6F0CD2A4EDD963BE32A035F7FF57B3
853	109836	67C5060D346B9643DE5337041FBA6370E276C0DD0D895FF97EE41A0400E16752
854	109864	9723A45F54A6D152DAF092539CFD7C337A207766C184D82D18D2AD14D3554A1F
855	110432	6E3E1D8D862077CCD1C0D5338E61DBAB9F58A40AFA38F17D0B04AE3C5322F75D
856	110460	46ACE515F4DC79DF4E10398DCF40CECDEB8F39901DFDACBAFBC5894C8BF951FD
857	110472	AA876F39E1472A731A2E4A41B74D6C0E0953168EF9BDA174099E0AFED8044D5E
858	110482	5E32E1C52C52AB88CFADD9D53EF19AFB4EB2CF1B90FD9669A5CD5FCF8308C069
859	110484	01939F619EEF9A9C5148192646A585CDADAD47490802E974CE16F3A9A372D30B
860	110598	A77639C0943BC5553CC9F82655E7ABFCC293CCDBEB0AF804F2EC76B582AA4BA1
861	110614	08B2EAD240DBC51A821355D3E16D36C437694A95570AE69EE471112AD53326B9
862	110622	DEA6E93CB6AE12E0654352F5E473594854A7E809B61EF4D9E21C0C044F5B0A3B
863	110718	BB957FB927FB083AAE2BD621671686F2997FB19E179EF2F995F0192674384F08
864	111136	B730D9AE011AACEB7CCFB6ED964DADEC6D64A62D100F3DB5B15E3FDA7ECC867A
865	111172	79E5FED8FB43A234DA17E68F12FA96C69E10001ED181B6290AF0643C70EAD63A
866	111204	6B64D66687016F5BE4C5F17041E96612ADDED76293338F85F7D3B09C6BDC6466
867	111205	488D036E64EA50E93A5E304E8FDFB28031D993F2AAF50F7DBC3572909E4009FF
868	111268	E81D54018D8C04AF7665F4ED86037A076D709E98B736DF02C27610D007099D9C
869	111308	70EA9B1474597309437B6851648B327AFF40335E289C223EA1BCD4CA3C01477B
870	111340	4AA281031C6E5D5F95F831019C007D4C588C4DB56387C73694DA3EBB02A7E553
871	111388	A9A29F2008553A6662801BA018A0BEB15F85C690CBCCB2FB0EE4BEFBBED7D29C
872	111433	57705C4A1EF33D8F74847FCA0AEFF8913FB7841E47B038A7D7ED03E5B4C35C7A
873	115848	E8807D65CA714758A2CBF491C558CD23E501B35E6507AD9F48C5E1EDB79DEA29
874	115878	DCD3C7F24C5E56709A6783531A0823CDDB957FA89495FE281C017FDC8BE31676
875	115898	AD6EC03CC0B392C00CBC8C17939374F141B888DE60EC5B6D07E5E9735EE62724
876	115900	B3510BB92C42B0DE33264ED84A257C6A23152229F6149EB3C54874CE87E5D520
877	126100	B19C2E3475A9AEEF1764A41D42282CE671FF1C28305B99021849FE6FD8E4A6AD
878	137950	07A08B8824DBF6A0B4D7202F41EB76841D9FD95C01401EFD7E1681C51662EB96
879	137982	0BF585DB5F708690D2CD8A47CA7B69E6C69D5BFD13886E155FDC0A5286C8C78C
880	138004	44586AF0BB6DF5B06EA34A76D18615B781D8E43D75364905694988350960A26F
881	142468	0F444275E43BCAC21B03AE01F002E856F0CFC9808FA741DAD0686BE54F4880F1
882	142508	97ABB9702B4C103036D5E8A644DA59FA88DE4D2CE5C4C02F85F7E3B6575CBD12
883	142588	7AA815F5900EAAC9F06FFEE52F6D8265FDCCB1CB6D93A5202148071425FD1989
884	142600	5EDBFCCE0DC45CB9C727944520919870A7CB0FFD837168BDDAD9624AA78E45B6
885	142979	EF2779BD125B036CE279560004C749A399F250226452A98F3D955E8D97D46873
886	142999	68D8E11CBE856F5DE198ACAF2F443F9DDBB04EBB914E9678965C0A6C953B89D4
887	143068	9155FBE6F73DABADDD721316F6B78E48F0B614492760F2E18FABC94446562A07
888	143218	46660575DC073D1390525A0B072EE5E15968896678A46AE2DA0F53F4C17CC86A
889	144008	D20C1BE590577E17672FDA45A97CC3A259005653AABF6AC6C82D37AE02526013
890	145032	5E0288421DEECF15FEAF24034E962D54AEFFB80968FF57B60510ED2822CADDD7
891	145116	8E176DEE1B727D753E5076B5E4C56D2A2BF5718CEC2B26344FF36F297BF7CD2A
892	145238	4194BBB22749ADD0486DEFF22091BF0E541EB82CB56F5A2FFE1D0CED01A8F924
893	145262	DD2930DA229972BA2DF468CE1A3AE69B52B78B064BE55982A52598F9C913AE2A
894	145272	5B99ED59606BF4C5FCC9E2B41E60C5C372C25302820B8976AB5F69DAC84B50D4
895	145704	C74C355731FDB5BF4CBBA0D388BF18845F7A1AFF35421F1633B0D43D3B89C32B
896	145740	0DE4D9B2AE4973C0FAAEA41525A31431BFEFA8FFA1A20785C9D7C87A06CABA5E
897	145752	AB08C7D9980BF0FB083CD48F7280E1483EE905129F8B27C0B986600EE61B4B9C
898	145764	33A8B2A6D30A2A18EE2109E4074482E6A57C86FA3E3B074ED78CA0895F908620
899	145878	57870C0C2BEA439F24C40DB5FF279DDE1FB62F4AA7F6EC78684251C3CDC25292
900	145884	CE13C92B7F21B3990BFCAC442C7B40C16C81F22BB8743EE0D808534B499CC433
901	145894	744AF7905D5BED5C3789B0869180B8F23C4E8061BCB882C6B8741E4D05A7E36F
902	145902	85676685056739A3029CD4FCCD1564F101B75B7BC1F5F6890E9492E8B1183EC3
903	145990	C25A2DDE2FD3FCEB70F734F1A5305CD303D561324C8497F3F04AA6EFC775C22D
904	146408	AA0EBD8D21A758DF57EAD78A4D8951EC4795EB63A0E9A9B0DB0DD1606537B631
905	146452	E00B85B72C0821193750B0DA5AB66A47915777CD83D9EF208B5782EBEC4FC69B
906	146453	012A5F6DCDD75A28F2405CBD047061139626E99EDD2AA2F51DC09CF9A5B9B689
907	146584	84391B0DDD3AD6989BF5EA0FE6321BDC10BA6DAC17120E4113073FAC9D00032C
908	146588	8119648560BD060C94FBFF50ED212DB5ACFDDBFAE1181B4A7D4E02986F50F5F6
909	146620	F4C312AC6D2956CC3A611484E05EE90BAA989EA7F568625BA4CDD3CBB6C4B1B7
910	146632	51F5B7EE3AC96240BF5980C2C82E328858B2F42BC17E87193DABB9D98DE438FD
911	146633	1E414E8F9EAA7BA19421CC2B3DD087A21A28E3F14F6B4442688CD008CF625D6B
912	146676	0FCC3D2D7DF139847FFF0816987B82D806F0CCD4194932D85507E737EE32923E
913	146704	12BD22C8BB1A545E632A24E8D247B4FE4ACDEFA9DDE77A79C0C25F7356656C79
914	146712	DB2A990441337F326F76B5888263BE7FA4D233C5D69049F78E7032C7F94D9E6F
915	146748	C0CE044F29411E1270C668A7E2E634AFF349314A238BE40C6E8FF46B9538B889
916	146749	46BD82CE8E7C6395983790A51ABAAA02EE99DC4D49B07E79200CA96A380257B0
917	147040	D87B27B3017E44A0D1A5BA65D4BC9C89659B1F414119E29C8C9ECB3AD98E7CF5
918	147268	BE20F12E8DBF91D9564DBBB8F6D1803B93F06D844F464A1B0874142C281EF193
919	147759	7AFC65DBF7D293DFDCD1E8CBD24D124C4E07999D5AEEC8A0D81BCB25D57146C5
920	149824	F8D499D65A2E39D56426DF63147FF2BE05A692C17C8A8E80EB7CB00CF72D143F
921	151164	06EE95FDDE4F76D4A296E3F711D57CFB5981B53D36C9302BB7847E7F3D90DE6B
922	151240	849AC8416A43EFE8FC52DD5BDA788822C6419AEBE7C5D4211A50C700E7F1978F
923	151313	14439D3A93A181789FDC9A9B2EA26AB2FB21DE3A0947A3A48D795F04634C4ED3
924	151708	B0DA7FC39D314B89EBCF12912D3244079870548153F8B1FEECB1EDFF70015640
925	151720	43F2DD476B279A758503B974FDF42E613435C9637D2D84824402940A127D6658
926	151750	AF8A8EB5A4A1FE6DD4F4D3F9D13BD0FFC2AE37C3026DC99C6A75107C34242472
927	151828	A4FEFD5950D1AFDE2F694E866AAD2904F8EBADF2E53ABFC849AAEAA110591CA8
928	151860	6E3495FB401406D00BB1683C96B228A9E538D6390DDD7F22FB5A5A1AA8ADEF71
929	151868	620CA30A8F391B112C89E750500413FA5CBC9677D4AE465B01FB7373FCFF3983
930	151948	DC9C3292F851E3953A44F540C901A2589D46F075793DAC6C5F00CD3289E7E7CE
931	151980	0360292887BCBD2CAB10B98E32BA76B4C0EF4EC44006D362B1BA4D18C08CE4CF
932	151988	45768B0797D42F5739156C396FFF8371FE0FFC2A280900F6C263933D4154279C
933	152318	3495950CF9A742BA607DEFE7198200F0E8769E80E7F27FBB15E440630D8F617C
934	152339	5E711B67F19E815DF391CD88158932CD8B05D6844753BFDA7F7D8E9D24BA0442
935	152359	3754E68D817A49C51850C49B75309F4EBED19D293554D4D139C920A59ABC71C8
936	152548	4A11E34589B46F1F9E5C2B83C90F1FB2489E72842E0C34BFE3E258EB6AAEA010
937	152578	B05A37B70FB2E1D4E2ADE05255AA5FD16FF1CAC5BA80C65F851943B626265AE2
938	152589	F6FB46EA2266CF77F3E7796299F7A2BE087D040E2722754F866D63BB190C75BF
939	152878	C3C5A56F27359566EA8B22C03DD6341C22D3EAB41B73F1FA3ADE81809F633997
940	152888	5130EF34355442133CAA2593663A68A0C783275DE6F35AEBF872474CB8879DCE
941	153008	B249AE48185E2B7CF020F8E3EBFC89CD09712353DE7B02D0D38361648E3CF998
942	153621	5968EAA5D755661AB1218E89716C881898FFA6DED94201B90EA141FA1270A3ED
943	154392	4010F35C35DBECEEFC3DF0B58A6A298C843044C6331CC72BF93526A54B33BAA5
944	154476	AF05E90D547C32997A14223105CD1F78F8783D7AD34D201047EEAA4C6CE17B3A
945	154504	6CCB34471A08E22BAE3FC993B09F7524D9FE7DA1255398D20AE1348B13B18FFC
946	154632	FF75BBA5D195D39F40465E659AEA5280C63028BC33E0DF4D4EC94BB96E2AD4FF
947	154636	70BECB08AE6405682066F96A3234E329BAE30FFBB87E8F654EE64823F5A5D459
948	155072	76DE43C9C6ED333E4CD528531A90F2BAF3D6A53AA01DF2B380344B7D465AFF02
949	155100	B99E7C26CFD63281543DAC7BE7F6395F7DE5459E46A8CBCD947F6ACB6983BB41
950	155244	C9290365D80B0DA4CB3BC702C07E0F7C90318936F7A3FEFA55CE189BFD083C46
951	155254	EEEAF51D36F47D213014EBF7B21290DD6BD51E60E329A44A8D8C2FB055BAE97F
952	155350	6E3B8D5450A9C20426B9AA1701B58BF631B7AD66130DD60CC1FE9ECDC5B25650
953	155776	B7E0CCB0816A60060FFC25DE5E456F8BCCBBB98456E193CBB8261960D1AF9B63
954	155808	CDE151216654E877862539877872D23B96225FA502C3A8563AAC3B62E7E577AE
955	155836	BD9E9531E67A08096A3D31AD889B4A97B75EA7403C5C6561E08B86660DD9C152
956	155944	B49A4A0327BB4A6E5959406DEBA8A311B78CDD4B654DB4E934D56648800BC3FD
957	155948	180A7BAC078628C9DA3B5F28B10334902FB5EC569EEF9FB648431732ED4F836A
958	156028	C179281FDABB6DBD5D007B32C5BBF664668DC609AB84FC46543AA24276D5AAEC
959	156036	789569B0ED2EAFA44BD18C7ABA3E0DA297B805BCA505E407767C556655552A54
960	156072	67A1F9D54FB0ADD1E0230BDABB64502B8CD1C38404ABF3B78172E19F9833D60F
961	156108	BF5EBAEAF513633CBD2C32CEE9B6EA949B6792D0D999A03A48106373E87D74AD
962	160486	FF1A96F83328269F16521C9BBAC8A5BC8B74D5777718159469224AC1874569FA
963	160540	B34F83A13307130C9ADACC7870CD62D98F985E3733BC67E443E39E2DF7A89045
964	182410	69DB96CEFCCDD33914F617A69D9F3C3EF80AD123990E3653A2339AC04E65D97F
965	182644	803170132AA863C8E1BA46BF67EE3439A6337A5C1266ECB986E8DA6DFB37CF62
966	191088	D23408F27A69A52C2C902194EB544E746D5306D3FBF931CDCDA2E66627CFCB64
967	191140	F2AF28CA50EC48DCD86D9278534DB509C84C3084D2BEC667FD2D68DFFCB4C6BF
968	200124	664FBDD9D428F6E19014B3283D4FE1EAA8C1A6F7D5CC3683F89CEB764ACCDB15
969	201288	0E4A8414B9554462694395B7EDB2760135AEEFF5B80FEB7D1CA605C586B6DD6B
970	213192	2CE95446C18C9FB8FE9B35D981484BA534174E582EE3CB80CB60C624B7247C5B
971	232926	8410ABB4CCF6AD59E5F3E52AF3C60CDD9B3C3F45C5D9922C01E6D23A5C03FD47
972	233221	9E70E3BABA18824289B68ADF561F257986E342705566A2249927E2B1AB0A2F63
973	233339	FAF08578F5809F2C9A4FADC0D71528E4395F13FDF2518ACA83A6253DC4E897F8
974	233341	B4E129388A0F5254E9AEC6C11210E8E422B26FFC566B494D46D4E24AB2E8CA65
975	233518	1B720099CCF542B4A9A8A454C524BD2FC5B1E443AF9AD370388630E295B58736
976	233523	3556B0D7EA84FB809A6E1414D3735FBFCBE49DA653E7A5DA67CB98FC678481BD
977	233527	72BDAEF0413AEB31767E443922EBBDFF5A9139335D76C22F584AD7D8D20C8AC1
978	233542	0DDCF463A4E2486DD909D8120A2721576A7605E76FD8487C016B66CFAFEDB49B
979	233801	7E73C8F708C279BBE8DF7DB249593C8FF05AD3B84DD2546A8B175ED47D6DD3A4
980	233807	845679E9CEF477A827E8F34ED1EB7487499C754527DF990762E005637C0372CE
981	233920	37849E9CEE884B72BFF2E630F572670840781BFC91D7C4B3DDD9EC2DE3BD207B
982	233921	611FC9AF528DAAE0C5FEE20278D53516830EDE6165795809D5DACC0B5728A14F
983	233923	1E79FD0B02EBFBED710D489F13884B13D8DFD58C4FAFE3D2FD35210008D59BDB
984	233927	E1C6854888AFCDC16B40F90E652EBBB850A514ACDA0A2DF6B9FC00A62921A6AF
985	234123	76260A63D59BE2692C1E42960DC85FB38CEC2DDAD9D316AB266657BC3761AF2C
986	234125	BE0500A7A4A180A5D9699164EA110B6B137CDF5F321CAB4731592D6CAACDF0B6
987	234147	BEC531EE0A0B43111B1C14ED0CCF343421EBA9C6CF5D3F5E880C72E51FAD565A
988	234258	DA2E9C3085C1627F9436988E6A667AC6A2F288D012EFFE3426ACAAFFA598F969
989	234263	BDC9F458598F0C164260F5569466E3B54B85FBBB4D92186ED884DFCD4F2025F1
990	234267	1AE588BF39BF733CA135292C82DF703435F95299C48AEA647115F6A9A926C96B
991	234378	18840029F79E5DF881B83F177BACF50AAAD48EA28DA9C1F5057FB6FED4B95AED
992	234380	2D973C865D357FF74381C53D0D8A61891343BF4E99218DBF84BC11DE365276FB
993	234385	69475EA88DF1DA0C117D8A7E2187E766DEB5CDC258C9583010E37311023E7968
994	234387	56A7D636ECD9658C4B143E7CD4155884A8AA20C6A0784D4BB4B1EA69B64ABC23
995	234622	676AF09B6145C691A592ABDAA764D6CB6C7057D3DD7C16D8A2EBC84B9AB40796
996	234625	63615929327F379FAD3BB09BA97B57A732AE30A01D1781BA0D3C94C6D880E8CD
997	234627	4C5C882BDDFD184C3FBFFD7658EDF48349567954A4ED755DE593756DAB26A057
998	235741	8C261B83635674BC235F329325F4075DA2C9EC5E13EA9F629F5DF03CB78D8578
999	235743	7421598AB658FAB0B4E0ADB195040AAD91183C2BCBEF1110B957A0BBF557FCC5
1000	235968	EE905A9E7AA0D56997C6F590C69BB3A5E570E99CAAA24A5094E485F869D0DCBC
1001	235970	517B2CB656FA9BC876787C1DFDDFAC355DE3F355185CC9EACD96CC93E50C69B2
1002	236321	C9D0A855CA5958D527BC7AE48D907E607B70E493D1F1E2665FCD6F1F1655039C
1003	236441	EC051C50FA6F284E5345F3611F3CA682EC32F5AC277AC05D0E539B1E8FE6AFC0
1004	236528	7D5AFD59A071E1D5F415F95F37210922E68E889F956954BE52C313F92B5C10CC
1005	236542	D97554EF4427EEC1D1D04F70C80E54D6235947179B3BD3FF7E305551647FF32B
1006	236588	4D503AF52D6E8F841DDA5C5C7DAA502E4F6E2846AF38E19218FDA510EC7AC1C7
1007	236618	C8C3A2C176AA0F95633A77D1873811EDD7469EDFD3691ECDC8C859BCB4F506BC
1008	236778	F7F1ECA7B3B0FD417F5D3A7085D0F00F3F387D940CCC514575561F8E6C036E9D
1009	236781	EF0458397BA1BAF10C7F0575D99D4E090988ED668408C6D497F475CA7AEA0509
1010	236903	BF00B90259CA454F8ECFF752041CD2560E832A6EF0EFDAD893DB691D45FBB7E6
1011	237068	A3DA3A064F965350A782A1F3E6D75740F3431578F85B6BB6DFD8353B32BDB110
1012	237120	650C5105FE18751A8ADDB205956E2E5410AE3FAA1F1786454E2CB6F4B92317C1
1013	238001	362A61B00D1D14D9E06770CEA3511FD6FDF14DD4C068E810D83BB2C4863981CD
1014	238039	D93CAA88D9BBF836B114A43451A5C8E293B1DA87F285754C93A24E5AC5758C9B
1015	238040	0DEE39DE84A05CD183AF663706BB15964E8043478D5A865DEDE9855E8ECF651A
1016	238184	F08F8951DC88D692DED2EF076DE439DA7FFAC4DA21BF4882CDBBB7FAFA629A72
1017	238187	8D8061D7036745447CC00DD4EA623DB96B54333A3F79AFFD297FE2884671C90F
1018	238233	DA01D8C94BF8A5A742BAECA159903C826C8F74615405D8CFA387A26971563AF5
1019	238297	72D0C6B2314EC0574692855192CD5432917A3E45D4180CBE3AA7639617C92F06
1020	238300	632340AA859E73CC7DFE0C92FF21988BAEAC87FA7388AF66991F125A1E7A668F
1021	238307	3B75F108747629A32D8E284FF0F6A802D8928D1B9F1AC8B8B195A3578FB222BA
1022	238311	46E2FE5D99284D7BEE125261487543F0E7B7B39B660E290B9F56D4EDFBCA7965
1023	238545	1A509AAC3E1D898A291B2D19157AFE18C2357E4B7AAC5126DE9B56FD38896561
1024	238654	00FE8FDBF8EECD0D0E993C9404F4FD4F220085CA45B5A359BDB0F7D6968535CA
1025	238681	B05F92D51AF58FF5898940B152DC718B207B7A20ED808E0106A7C5AEC164D245
1026	238795	1AD95A1BBF9589416A6647F5743CCA3CAE2DDDCC6F8F991D03F37258B9914C44
1027	238842	31E6380FDB10D68D55D02AEE361E40E0D5CB01F0D6086B64E5C4A3A1961878D1
1028	238844	20503BBA088A4CF3911BFAA6E57EB7A4B3F0F9E937D6FFC2004B4F76650C3E9E
1029	238851	217C08D3D04FCA2ABA1E674FC23FA6235FFC0BEB850FD5603965916F700A768F
1030	238875	A7316A9C9031EF01F6D83003CE40248C2086C95F4BE26159C1376CEFEEC110D4
1031	238937	ECFC5E5EBC074D72798721E5A31CCD8D04AC3B0ACFC6EECF950734D036D761E8
1032	239022	06262A2B679546BBE797E52C7FABC1A3F7FB9B75A907AEA359FB2333AA4152E4
1033	239061	F2936F595BE280D90CBBBEA2F02CF94E4A5F1B9A4CDDE83584DADE153840FF2D
1034	239165	EBBA682E3522B805F58393B8D4248AE3428F333D26817A3C94FA8E0C9CDA24CC
